                                                     9 Jul 2020 11:53:19
Sensor-Camera


      Time (UTCG)          camera_integral (HMS)    camera_integral Rate
2 Jul 2020 04:03:20.000            -73:08:20.687               -5.000000
2 Jul 2020 04:03:30.000            -73:09:10.687               -5.000000
2 Jul 2020 04:03:40.000            -73:10:00.687               -5.000000
2 Jul 2020 04:03:50.000            -73:10:50.687               -5.000000
2 Jul 2020 04:04:00.000            -73:11:40.687               -5.000000
2 Jul 2020 04:04:10.000            -73:12:30.687               -5.000000
2 Jul 2020 04:04:20.000            -73:13:20.687               -5.000000
2 Jul 2020 04:04:30.000            -73:14:10.687               -5.000000
2 Jul 2020 04:04:40.000            -73:15:00.687               -5.000000
2 Jul 2020 04:04:50.000            -73:15:50.687               -5.000000
2 Jul 2020 04:05:00.000            -73:16:40.687               -5.000000
2 Jul 2020 04:05:10.000            -73:17:30.687               -5.000000
2 Jul 2020 04:05:20.000            -73:18:20.687               -5.000000
2 Jul 2020 04:05:30.000            -73:19:10.687               -5.000000
2 Jul 2020 04:05:40.000            -73:19:37.002                0.000000
2 Jul 2020 04:05:50.000            -73:19:37.002                0.000000
2 Jul 2020 04:06:00.000            -73:19:37.002                0.000000
2 Jul 2020 04:06:10.000            -73:19:37.002                0.000000
2 Jul 2020 04:06:20.000            -73:19:37.002                0.000000
2 Jul 2020 04:06:30.000            -73:19:37.002                0.000000
2 Jul 2020 04:06:40.000            -73:19:37.002                0.000000
2 Jul 2020 04:06:50.000            -73:19:37.002                0.000000
2 Jul 2020 04:07:00.000            -73:19:37.002                0.000000
2 Jul 2020 04:07:10.000            -73:19:37.002                0.000000
2 Jul 2020 04:07:20.000            -73:19:37.002                0.000000
2 Jul 2020 04:07:30.000            -73:19:37.002                0.000000
2 Jul 2020 04:07:40.000            -73:19:37.002                0.000000
2 Jul 2020 04:07:50.000            -73:19:37.002                0.000000
2 Jul 2020 04:08:00.000            -73:19:37.002                0.000000
2 Jul 2020 04:08:10.000            -73:20:13.606                0.000000
2 Jul 2020 04:08:20.000            -73:20:13.606                0.000000
2 Jul 2020 04:08:30.000            -73:20:13.606                0.000000
2 Jul 2020 04:08:40.000            -73:20:13.606                0.000000
2 Jul 2020 04:08:50.000            -73:20:13.606                0.000000
2 Jul 2020 04:09:00.000            -73:20:13.606                0.000000
2 Jul 2020 04:09:10.000            -73:20:13.606                0.000000
2 Jul 2020 04:09:20.000            -73:20:13.606                0.000000
2 Jul 2020 04:09:30.000            -73:20:17.842               -5.000000
2 Jul 2020 04:09:40.000            -73:21:07.842               -5.000000
2 Jul 2020 04:09:50.000            -73:21:57.842               -5.000000
2 Jul 2020 04:10:00.000            -73:22:47.842               -5.000000
2 Jul 2020 04:10:10.000            -73:23:37.842               -5.000000
2 Jul 2020 04:10:20.000            -73:24:27.842               -5.000000
2 Jul 2020 04:10:30.000            -73:25:17.842               -5.000000
2 Jul 2020 04:10:40.000            -73:26:07.842               -5.000000
2 Jul 2020 04:10:50.000            -73:26:57.842               -5.000000
2 Jul 2020 04:11:00.000            -73:27:47.842               -5.000000
2 Jul 2020 04:11:10.000            -73:28:37.842               -5.000000
2 Jul 2020 04:11:20.000            -73:29:27.842               -5.000000
2 Jul 2020 04:11:30.000            -73:30:17.842               -5.000000
2 Jul 2020 04:11:40.000            -73:31:07.842               -5.000000
2 Jul 2020 04:11:50.000            -73:31:57.842               -5.000000
2 Jul 2020 04:12:00.000            -73:32:47.842               -5.000000
2 Jul 2020 04:12:10.000            -73:33:37.842               -5.000000
2 Jul 2020 04:12:20.000            -73:34:27.842               -5.000000
2 Jul 2020 04:12:30.000            -73:35:17.842               -5.000000
2 Jul 2020 04:12:40.000            -73:36:07.842               -5.000000
2 Jul 2020 04:12:50.000            -73:36:57.842               -5.000000
2 Jul 2020 04:13:00.000            -73:37:47.842               -5.000000
2 Jul 2020 04:13:10.000            -73:38:37.842               -5.000000
2 Jul 2020 04:13:20.000            -73:39:27.842               -5.000000
2 Jul 2020 04:13:30.000            -73:40:17.842               -5.000000
2 Jul 2020 04:13:40.000            -73:41:07.842               -5.000000
2 Jul 2020 04:13:50.000            -73:41:57.842               -5.000000
2 Jul 2020 04:14:00.000            -73:42:47.842               -5.000000
2 Jul 2020 04:14:10.000            -73:43:37.842               -5.000000
2 Jul 2020 04:14:20.000            -73:44:27.842               -5.000000
2 Jul 2020 04:14:30.000            -73:45:17.842               -5.000000
2 Jul 2020 04:14:40.000            -73:46:07.842               -5.000000
2 Jul 2020 04:14:50.000            -73:46:57.842               -5.000000
2 Jul 2020 04:15:00.000            -73:47:47.842               -5.000000
2 Jul 2020 04:15:10.000            -73:48:37.842               -5.000000
2 Jul 2020 04:15:20.000            -73:49:27.842               -5.000000
2 Jul 2020 04:15:30.000            -73:50:17.842               -5.000000
2 Jul 2020 04:15:40.000            -73:51:07.842               -5.000000
2 Jul 2020 04:15:50.000            -73:51:57.842               -5.000000
2 Jul 2020 04:16:00.000            -73:52:47.842               -5.000000
2 Jul 2020 04:16:10.000            -73:53:37.842               -5.000000
2 Jul 2020 04:16:20.000            -73:54:27.842               -5.000000
2 Jul 2020 04:16:30.000            -73:55:17.842               -5.000000
2 Jul 2020 04:16:40.000            -73:56:07.842               -5.000000
2 Jul 2020 04:16:50.000            -73:56:57.842               -5.000000
2 Jul 2020 04:17:00.000            -73:57:47.842               -5.000000
2 Jul 2020 04:17:10.000            -73:58:37.842               -5.000000
2 Jul 2020 04:17:20.000            -73:59:27.842               -5.000000
2 Jul 2020 04:17:30.000            -74:00:17.842               -5.000000
2 Jul 2020 04:17:40.000            -74:01:07.842               -5.000000
2 Jul 2020 04:17:50.000            -74:01:57.842               -5.000000
2 Jul 2020 04:18:00.000            -74:02:47.842               -5.000000
2 Jul 2020 04:18:10.000            -74:03:37.842               -5.000000
2 Jul 2020 04:18:20.000            -74:04:27.842               -5.000000
2 Jul 2020 04:18:30.000            -74:05:17.842               -5.000000
2 Jul 2020 04:18:40.000            -74:06:07.842               -5.000000
2 Jul 2020 04:18:50.000            -74:06:57.842               -5.000000
2 Jul 2020 04:19:00.000            -74:07:47.842               -5.000000
2 Jul 2020 04:19:10.000            -74:08:37.842               -5.000000
2 Jul 2020 04:19:20.000            -74:09:27.842               -5.000000
2 Jul 2020 04:19:30.000            -74:10:17.842               -5.000000
2 Jul 2020 04:19:40.000            -74:11:07.842               -5.000000
2 Jul 2020 04:19:50.000            -74:11:57.842               -5.000000
2 Jul 2020 04:20:00.000            -74:12:47.842               -5.000000
2 Jul 2020 04:20:10.000            -74:13:37.842               -5.000000
2 Jul 2020 04:20:20.000            -74:14:27.842               -5.000000
2 Jul 2020 04:20:30.000            -74:15:17.842               -5.000000
2 Jul 2020 04:20:40.000            -74:16:07.842               -5.000000
2 Jul 2020 04:20:50.000            -74:16:57.842               -5.000000
2 Jul 2020 04:21:00.000            -74:17:47.842               -5.000000
2 Jul 2020 04:21:10.000            -74:18:37.842               -5.000000
2 Jul 2020 04:21:20.000            -74:19:27.842               -5.000000
2 Jul 2020 04:21:30.000            -74:20:17.842               -5.000000
2 Jul 2020 04:21:40.000            -74:21:07.842               -5.000000
2 Jul 2020 04:21:50.000            -74:21:57.842               -5.000000
2 Jul 2020 04:22:00.000            -74:22:47.842               -5.000000
2 Jul 2020 04:22:10.000            -74:23:37.842               -5.000000
2 Jul 2020 04:22:20.000            -74:24:27.842               -5.000000
2 Jul 2020 04:22:30.000            -74:25:17.842               -5.000000
2 Jul 2020 04:22:40.000            -74:26:07.842               -5.000000
2 Jul 2020 04:22:50.000            -74:26:57.842               -5.000000
2 Jul 2020 04:23:00.000            -74:27:47.842               -5.000000
2 Jul 2020 04:23:10.000            -74:28:37.842               -5.000000
2 Jul 2020 04:23:20.000            -74:29:27.842               -5.000000
2 Jul 2020 04:23:30.000            -74:30:17.842               -5.000000
2 Jul 2020 04:23:40.000            -74:31:07.842               -5.000000
2 Jul 2020 04:23:50.000            -74:31:57.842               -5.000000
2 Jul 2020 04:24:00.000            -74:32:47.842               -5.000000
2 Jul 2020 04:24:10.000            -74:33:37.842               -5.000000
2 Jul 2020 04:24:20.000            -74:34:27.842               -5.000000
2 Jul 2020 04:24:30.000            -74:35:17.842               -5.000000
2 Jul 2020 04:24:40.000            -74:36:07.842               -5.000000
2 Jul 2020 04:24:50.000            -74:36:57.842               -5.000000
2 Jul 2020 04:25:00.000            -74:37:47.842               -5.000000
2 Jul 2020 04:25:10.000            -74:38:37.842               -5.000000
2 Jul 2020 04:25:20.000            -74:39:27.842               -5.000000
2 Jul 2020 04:25:30.000            -74:40:17.842               -5.000000
2 Jul 2020 04:25:40.000            -74:41:07.842               -5.000000
2 Jul 2020 04:25:50.000            -74:41:57.842               -5.000000
2 Jul 2020 04:26:00.000            -74:42:47.842               -5.000000
2 Jul 2020 04:26:10.000            -74:43:37.842               -5.000000
2 Jul 2020 04:26:20.000            -74:44:27.842               -5.000000
2 Jul 2020 04:26:30.000            -74:45:17.842               -5.000000
2 Jul 2020 04:26:40.000            -74:46:07.842               -5.000000
2 Jul 2020 04:26:50.000            -74:46:57.842               -5.000000
2 Jul 2020 04:27:00.000            -74:47:47.842               -5.000000
2 Jul 2020 04:27:10.000            -74:48:37.842               -5.000000
2 Jul 2020 04:27:20.000            -74:49:27.842               -5.000000
2 Jul 2020 04:27:30.000            -74:50:17.842               -5.000000
2 Jul 2020 04:27:40.000            -74:51:07.842               -5.000000
2 Jul 2020 04:27:50.000            -74:51:57.842               -5.000000
2 Jul 2020 04:28:00.000            -74:52:47.842               -5.000000
2 Jul 2020 04:28:10.000            -74:53:37.842               -5.000000
2 Jul 2020 04:28:20.000            -74:54:27.842               -5.000000
2 Jul 2020 04:28:30.000            -74:55:17.842               -5.000000
2 Jul 2020 04:28:40.000            -74:56:07.842               -5.000000
2 Jul 2020 04:28:50.000            -74:56:57.842               -5.000000
2 Jul 2020 04:29:00.000            -74:57:47.842               -5.000000
2 Jul 2020 04:29:10.000            -74:58:37.842               -5.000000
2 Jul 2020 04:29:20.000            -74:59:27.842               -5.000000
2 Jul 2020 04:29:30.000            -75:00:17.842               -5.000000
2 Jul 2020 04:29:40.000            -75:01:07.842               -5.000000
2 Jul 2020 04:29:50.000            -75:01:57.842               -5.000000
2 Jul 2020 04:30:00.000            -75:02:47.842               -5.000000
2 Jul 2020 04:30:10.000            -75:03:37.842               -5.000000
2 Jul 2020 04:30:20.000            -75:04:27.842               -5.000000
2 Jul 2020 04:30:30.000            -75:05:17.842               -5.000000
2 Jul 2020 04:30:40.000            -75:06:07.842               -5.000000
2 Jul 2020 04:30:50.000            -75:06:57.842               -5.000000
2 Jul 2020 04:31:00.000            -75:07:47.842               -5.000000
2 Jul 2020 04:31:10.000            -75:08:37.842               -5.000000
2 Jul 2020 04:31:20.000            -75:09:27.842               -5.000000
2 Jul 2020 04:31:30.000            -75:10:17.842               -5.000000
2 Jul 2020 04:31:40.000            -75:11:07.842               -5.000000
2 Jul 2020 04:31:50.000            -75:11:57.842               -5.000000
2 Jul 2020 04:32:00.000            -75:12:47.842               -5.000000
2 Jul 2020 04:32:10.000            -75:13:37.842               -5.000000
2 Jul 2020 04:32:20.000            -75:14:27.842               -5.000000
2 Jul 2020 04:32:30.000            -75:15:17.842               -5.000000
2 Jul 2020 04:32:40.000            -75:16:07.842               -5.000000
2 Jul 2020 04:32:50.000            -75:16:57.842               -5.000000
2 Jul 2020 04:33:00.000            -75:17:47.842               -5.000000
2 Jul 2020 04:33:10.000            -75:18:37.842               -5.000000
2 Jul 2020 04:33:20.000            -75:19:27.842               -5.000000
2 Jul 2020 04:33:30.000            -75:20:17.842               -5.000000
2 Jul 2020 04:33:40.000            -75:21:07.842               -5.000000
2 Jul 2020 04:33:50.000            -75:21:57.842               -5.000000
2 Jul 2020 04:34:00.000            -75:22:47.842               -5.000000
2 Jul 2020 04:34:10.000            -75:23:37.842               -5.000000
2 Jul 2020 04:34:20.000            -75:24:27.842               -5.000000
2 Jul 2020 04:34:30.000            -75:25:17.842               -5.000000
2 Jul 2020 04:34:40.000            -75:26:07.842               -5.000000
2 Jul 2020 04:34:50.000            -75:26:57.842               -5.000000
2 Jul 2020 04:35:00.000            -75:27:47.842               -5.000000
2 Jul 2020 04:35:10.000            -75:28:37.842               -5.000000
2 Jul 2020 04:35:20.000            -75:29:27.842               -5.000000
2 Jul 2020 04:35:30.000            -75:30:17.842               -5.000000
2 Jul 2020 04:35:40.000            -75:31:07.842               -5.000000
2 Jul 2020 04:35:50.000            -75:31:57.842               -5.000000
2 Jul 2020 04:36:00.000            -75:32:47.842               -5.000000
2 Jul 2020 04:36:10.000            -75:33:37.842               -5.000000
2 Jul 2020 04:36:20.000            -75:34:27.842               -5.000000
2 Jul 2020 04:36:30.000            -75:35:17.842               -5.000000
2 Jul 2020 04:36:40.000            -75:36:07.842               -5.000000
2 Jul 2020 04:36:50.000            -75:36:57.842               -5.000000
2 Jul 2020 04:37:00.000            -75:37:47.842               -5.000000
2 Jul 2020 04:37:10.000            -75:38:37.842               -5.000000
2 Jul 2020 04:37:20.000            -75:39:27.842               -5.000000
2 Jul 2020 04:37:30.000            -75:40:17.842               -5.000000
2 Jul 2020 04:37:40.000            -75:41:07.842               -5.000000
2 Jul 2020 04:37:50.000            -75:41:57.842               -5.000000
2 Jul 2020 04:38:00.000            -75:42:47.842               -5.000000
2 Jul 2020 04:38:10.000            -75:43:37.842               -5.000000
2 Jul 2020 04:38:20.000            -75:44:27.842               -5.000000
2 Jul 2020 04:38:30.000            -75:45:17.842               -5.000000
2 Jul 2020 04:38:40.000            -75:46:07.842               -5.000000
2 Jul 2020 04:38:50.000            -75:46:57.842               -5.000000
2 Jul 2020 04:39:00.000            -75:47:47.842               -5.000000
2 Jul 2020 04:39:10.000            -75:48:37.842               -5.000000
2 Jul 2020 04:39:20.000            -75:49:27.842               -5.000000
2 Jul 2020 04:39:30.000            -75:50:17.842               -5.000000
2 Jul 2020 04:39:40.000            -75:51:07.842               -5.000000
2 Jul 2020 04:39:50.000            -75:51:57.842               -5.000000
2 Jul 2020 04:40:00.000            -75:52:47.842               -5.000000
2 Jul 2020 04:40:10.000            -75:53:37.842               -5.000000
2 Jul 2020 04:40:20.000            -75:54:27.842               -5.000000
2 Jul 2020 04:40:30.000            -75:55:17.842               -5.000000
2 Jul 2020 04:40:40.000            -75:56:07.842               -5.000000
2 Jul 2020 04:40:50.000            -75:56:57.842               -5.000000
2 Jul 2020 04:41:00.000            -75:57:47.842               -5.000000
2 Jul 2020 04:41:10.000            -75:58:37.842               -5.000000
2 Jul 2020 04:41:20.000            -75:59:27.842               -5.000000
2 Jul 2020 04:41:30.000            -76:00:17.842               -5.000000
2 Jul 2020 04:41:40.000            -76:01:07.842               -5.000000
2 Jul 2020 04:41:50.000            -76:01:57.842               -5.000000
2 Jul 2020 04:42:00.000            -76:02:47.842               -5.000000
2 Jul 2020 04:42:10.000            -76:03:37.842               -5.000000
2 Jul 2020 04:42:20.000            -76:04:27.842               -5.000000
2 Jul 2020 04:42:30.000            -76:05:17.842               -5.000000
2 Jul 2020 04:42:40.000            -76:06:07.842               -5.000000
2 Jul 2020 04:42:50.000            -76:06:57.842               -5.000000
2 Jul 2020 04:43:00.000            -76:07:47.842               -5.000000
2 Jul 2020 04:43:10.000            -76:08:37.842               -5.000000
2 Jul 2020 04:43:20.000            -76:09:27.842               -5.000000
2 Jul 2020 04:43:30.000            -76:10:17.842               -5.000000
2 Jul 2020 04:43:40.000            -76:11:07.842               -5.000000
2 Jul 2020 04:43:50.000            -76:11:57.842               -5.000000
2 Jul 2020 04:44:00.000            -76:12:47.842               -5.000000
2 Jul 2020 04:44:10.000            -76:13:37.842               -5.000000
2 Jul 2020 04:44:20.000            -76:14:27.842               -5.000000
2 Jul 2020 04:44:30.000            -76:15:17.842               -5.000000
2 Jul 2020 04:44:40.000            -76:16:07.842               -5.000000
2 Jul 2020 04:44:50.000            -76:16:57.842               -5.000000
2 Jul 2020 04:45:00.000            -76:17:47.842               -5.000000
2 Jul 2020 04:45:10.000            -76:18:37.842               -5.000000
2 Jul 2020 04:45:20.000            -76:19:27.842               -5.000000
2 Jul 2020 04:45:30.000            -76:20:17.842               -5.000000
2 Jul 2020 04:45:40.000            -76:21:07.842               -5.000000
2 Jul 2020 04:45:50.000            -76:21:57.842               -5.000000
2 Jul 2020 04:46:00.000            -76:22:47.842               -5.000000
2 Jul 2020 04:46:10.000            -76:23:37.842               -5.000000
2 Jul 2020 04:46:20.000            -76:24:27.842               -5.000000
2 Jul 2020 04:46:30.000            -76:25:17.842               -5.000000
2 Jul 2020 04:46:40.000            -76:26:07.842               -5.000000
2 Jul 2020 04:46:50.000            -76:26:57.842               -5.000000
2 Jul 2020 04:47:00.000            -76:27:47.842               -5.000000
2 Jul 2020 04:47:10.000            -76:28:37.842               -5.000000
2 Jul 2020 04:47:20.000            -76:29:27.842               -5.000000
2 Jul 2020 04:47:30.000            -76:30:17.842               -5.000000
2 Jul 2020 04:47:40.000            -76:31:07.842               -5.000000
2 Jul 2020 04:47:50.000            -76:31:57.842               -5.000000
2 Jul 2020 04:48:00.000            -76:32:47.842               -5.000000
2 Jul 2020 04:48:10.000            -76:33:37.842               -5.000000
2 Jul 2020 04:48:20.000            -76:34:27.842               -5.000000
2 Jul 2020 04:48:30.000            -76:35:17.842               -5.000000
2 Jul 2020 04:48:40.000            -76:36:07.842               -5.000000
2 Jul 2020 04:48:50.000            -76:36:57.842               -5.000000
2 Jul 2020 04:49:00.000            -76:37:47.842               -5.000000
2 Jul 2020 04:49:10.000            -76:38:37.842               -5.000000
2 Jul 2020 04:49:20.000            -76:39:27.842               -5.000000
2 Jul 2020 04:49:30.000            -76:40:17.842               -5.000000
2 Jul 2020 04:49:40.000            -76:41:07.842               -5.000000
2 Jul 2020 04:49:50.000            -76:41:57.842               -5.000000
2 Jul 2020 04:50:00.000            -76:42:47.842               -5.000000
2 Jul 2020 04:50:10.000            -76:43:37.842               -5.000000
2 Jul 2020 04:50:20.000            -76:44:27.842               -5.000000
2 Jul 2020 04:50:30.000            -76:45:17.842               -5.000000
2 Jul 2020 04:50:40.000            -76:46:07.842               -5.000000
2 Jul 2020 04:50:50.000            -76:46:57.842               -5.000000
2 Jul 2020 04:51:00.000            -76:47:47.842               -5.000000
2 Jul 2020 04:51:10.000            -76:48:37.842               -5.000000
2 Jul 2020 04:51:20.000            -76:49:27.842               -5.000000
2 Jul 2020 04:51:30.000            -76:50:17.842               -5.000000
2 Jul 2020 04:51:40.000            -76:51:07.842               -5.000000
2 Jul 2020 04:51:50.000            -76:51:57.842               -5.000000
2 Jul 2020 04:52:00.000            -76:52:47.842               -5.000000
2 Jul 2020 04:52:10.000            -76:53:37.842               -5.000000
2 Jul 2020 04:52:20.000            -76:54:27.842               -5.000000
2 Jul 2020 04:52:30.000            -76:55:17.842               -5.000000
2 Jul 2020 04:52:40.000            -76:56:07.842               -5.000000
2 Jul 2020 04:52:50.000            -76:56:57.842               -5.000000
2 Jul 2020 04:53:00.000            -76:57:47.842               -5.000000
2 Jul 2020 04:53:10.000            -76:58:37.842               -5.000000
2 Jul 2020 04:53:20.000            -76:59:27.842               -5.000000
2 Jul 2020 04:53:30.000            -77:00:17.842               -5.000000
2 Jul 2020 04:53:40.000            -77:01:07.842               -5.000000
2 Jul 2020 04:53:50.000            -77:01:57.842               -5.000000
2 Jul 2020 04:54:00.000            -77:02:47.842               -5.000000
2 Jul 2020 04:54:10.000            -77:03:37.842               -5.000000
2 Jul 2020 04:54:20.000            -77:04:27.842               -5.000000
2 Jul 2020 04:54:30.000            -77:05:17.842               -5.000000
2 Jul 2020 04:54:40.000            -77:06:07.842               -5.000000
2 Jul 2020 04:54:50.000            -77:06:57.842               -5.000000
2 Jul 2020 04:55:00.000            -77:07:47.842               -5.000000
2 Jul 2020 04:55:10.000            -77:08:37.842               -5.000000
2 Jul 2020 04:55:20.000            -77:09:27.842               -5.000000
2 Jul 2020 04:55:30.000            -77:10:17.842               -5.000000
2 Jul 2020 04:55:40.000            -77:11:07.842               -5.000000
2 Jul 2020 04:55:50.000            -77:11:57.842               -5.000000
2 Jul 2020 04:56:00.000            -77:12:47.842               -5.000000
2 Jul 2020 04:56:10.000            -77:13:37.842               -5.000000
2 Jul 2020 04:56:20.000            -77:14:27.842               -5.000000
2 Jul 2020 04:56:30.000            -77:15:17.842               -5.000000
2 Jul 2020 04:56:40.000            -77:16:07.842               -5.000000
2 Jul 2020 04:56:50.000            -77:16:57.842               -5.000000
2 Jul 2020 04:57:00.000            -77:17:47.842               -5.000000
2 Jul 2020 04:57:10.000            -77:18:37.842               -5.000000
2 Jul 2020 04:57:20.000            -77:19:27.842               -5.000000
2 Jul 2020 04:57:30.000            -77:20:17.842               -5.000000
2 Jul 2020 04:57:40.000            -77:21:07.842               -5.000000
2 Jul 2020 04:57:50.000            -77:21:57.842               -5.000000
2 Jul 2020 04:58:00.000            -77:22:47.842               -5.000000
2 Jul 2020 04:58:10.000            -77:23:37.842               -5.000000
2 Jul 2020 04:58:20.000            -77:24:27.842               -5.000000
2 Jul 2020 04:58:30.000            -77:25:17.842               -5.000000
2 Jul 2020 04:58:40.000            -77:26:07.842               -5.000000
2 Jul 2020 04:58:50.000            -77:26:57.842               -5.000000
2 Jul 2020 04:59:00.000            -77:27:47.842               -5.000000
2 Jul 2020 04:59:10.000            -77:28:37.842               -5.000000
2 Jul 2020 04:59:20.000            -77:29:27.842               -5.000000
2 Jul 2020 04:59:30.000            -77:30:17.842               -5.000000
2 Jul 2020 04:59:40.000            -77:31:07.842               -5.000000
2 Jul 2020 04:59:50.000            -77:31:57.842               -5.000000
2 Jul 2020 05:00:00.000            -77:32:47.842               -5.000000
2 Jul 2020 05:00:10.000            -77:33:37.842               -5.000000
2 Jul 2020 05:00:20.000            -77:34:27.842               -5.000000
2 Jul 2020 05:00:30.000            -77:35:17.842               -5.000000
2 Jul 2020 05:00:40.000            -77:36:07.842               -5.000000
2 Jul 2020 05:00:50.000            -77:36:57.842               -5.000000
2 Jul 2020 05:01:00.000            -77:37:47.842               -5.000000
2 Jul 2020 05:01:10.000            -77:38:37.842               -5.000000
2 Jul 2020 05:01:20.000            -77:39:27.842               -5.000000
2 Jul 2020 05:01:30.000            -77:40:17.842               -5.000000
2 Jul 2020 05:01:40.000            -77:41:07.842               -5.000000
2 Jul 2020 05:01:50.000            -77:41:57.842               -5.000000
2 Jul 2020 05:02:00.000            -77:42:47.842               -5.000000
2 Jul 2020 05:02:10.000            -77:43:37.842               -5.000000
2 Jul 2020 05:02:20.000            -77:44:27.842               -5.000000
2 Jul 2020 05:02:30.000            -77:45:17.842               -5.000000
2 Jul 2020 05:02:40.000            -77:46:07.842               -5.000000
2 Jul 2020 05:02:50.000            -77:46:57.842               -5.000000
2 Jul 2020 05:03:00.000            -77:47:47.842               -5.000000
2 Jul 2020 05:03:10.000            -77:48:37.842               -5.000000
2 Jul 2020 05:03:20.000            -77:49:27.842               -5.000000
2 Jul 2020 05:03:30.000            -77:50:17.842               -5.000000
2 Jul 2020 05:03:40.000            -77:51:07.842               -5.000000
2 Jul 2020 05:03:50.000            -77:51:57.842               -5.000000
2 Jul 2020 05:04:00.000            -77:52:47.842               -5.000000
2 Jul 2020 05:04:10.000            -77:53:37.842               -5.000000
2 Jul 2020 05:04:20.000            -77:54:27.842               -5.000000
2 Jul 2020 05:04:30.000            -77:55:17.842               -5.000000
2 Jul 2020 05:04:40.000            -77:56:07.842               -5.000000
2 Jul 2020 05:04:50.000            -77:56:57.842               -5.000000
2 Jul 2020 05:05:00.000            -77:57:47.842               -5.000000
2 Jul 2020 05:05:10.000            -77:58:37.842               -5.000000
2 Jul 2020 05:05:20.000            -77:59:27.842               -5.000000
2 Jul 2020 05:05:30.000            -78:00:17.842               -5.000000
2 Jul 2020 05:05:40.000            -78:01:07.842               -5.000000
2 Jul 2020 05:05:50.000            -78:01:57.842               -5.000000
2 Jul 2020 05:06:00.000            -78:02:47.842               -5.000000
2 Jul 2020 05:06:10.000            -78:03:37.842               -5.000000
2 Jul 2020 05:06:20.000            -78:04:27.842               -5.000000
2 Jul 2020 05:06:30.000            -78:05:17.842               -5.000000
2 Jul 2020 05:06:40.000            -78:06:07.842               -5.000000
2 Jul 2020 05:06:50.000            -78:06:57.842               -5.000000
2 Jul 2020 05:07:00.000            -78:07:47.842               -5.000000
2 Jul 2020 05:07:10.000            -78:08:37.842               -5.000000
2 Jul 2020 05:07:20.000            -78:09:27.842               -5.000000
2 Jul 2020 05:07:30.000            -78:10:17.842               -5.000000
2 Jul 2020 05:07:40.000            -78:11:07.842               -5.000000
2 Jul 2020 05:07:50.000            -78:11:57.842               -5.000000
2 Jul 2020 05:08:00.000            -78:12:47.842               -5.000000
2 Jul 2020 05:08:10.000            -78:13:37.842               -5.000000
2 Jul 2020 05:08:20.000            -78:14:27.842               -5.000000
2 Jul 2020 05:08:30.000            -78:15:17.842               -5.000000
2 Jul 2020 05:08:40.000            -78:16:07.842               -5.000000
2 Jul 2020 05:08:50.000            -78:16:57.842               -5.000000
2 Jul 2020 05:09:00.000            -78:17:47.842               -5.000000
2 Jul 2020 05:09:10.000            -78:18:37.842               -5.000000
2 Jul 2020 05:09:20.000            -78:19:27.842               -5.000000
2 Jul 2020 05:09:30.000            -78:20:17.842               -5.000000
2 Jul 2020 05:09:40.000            -78:21:07.842               -5.000000
2 Jul 2020 05:09:50.000            -78:21:57.842               -5.000000
2 Jul 2020 05:10:00.000            -78:22:47.842               -5.000000
2 Jul 2020 05:10:10.000            -78:23:37.842               -5.000000
2 Jul 2020 05:10:20.000            -78:24:27.842               -5.000000
2 Jul 2020 05:10:30.000            -78:25:17.842               -5.000000
2 Jul 2020 05:10:40.000            -78:26:07.842               -5.000000
2 Jul 2020 05:10:50.000            -78:26:57.842               -5.000000
2 Jul 2020 05:11:00.000            -78:27:47.842               -5.000000
2 Jul 2020 05:11:10.000            -78:28:37.842               -5.000000
2 Jul 2020 05:11:20.000            -78:29:27.842               -5.000000
2 Jul 2020 05:11:30.000            -78:30:17.842               -5.000000
2 Jul 2020 05:11:40.000            -78:31:07.842               -5.000000
2 Jul 2020 05:11:50.000            -78:31:57.842               -5.000000
2 Jul 2020 05:12:00.000            -78:32:47.842               -5.000000
2 Jul 2020 05:12:10.000            -78:33:37.842               -5.000000
2 Jul 2020 05:12:20.000            -78:34:27.842               -5.000000
2 Jul 2020 05:12:30.000            -78:35:17.842               -5.000000
2 Jul 2020 05:12:40.000            -78:36:07.842               -5.000000
2 Jul 2020 05:12:50.000            -78:36:57.842               -5.000000
2 Jul 2020 05:13:00.000            -78:37:47.842               -5.000000
2 Jul 2020 05:13:10.000            -78:38:37.842               -5.000000
2 Jul 2020 05:13:20.000            -78:39:27.842               -5.000000
2 Jul 2020 05:13:30.000            -78:40:17.842               -5.000000
2 Jul 2020 05:13:40.000            -78:41:07.842               -5.000000
2 Jul 2020 05:13:50.000            -78:41:57.842               -5.000000
2 Jul 2020 05:14:00.000            -78:42:47.842               -5.000000
2 Jul 2020 05:14:10.000            -78:43:37.842               -5.000000
2 Jul 2020 05:14:20.000            -78:44:18.032                0.000000
2 Jul 2020 05:14:30.000            -78:44:18.032                0.000000
2 Jul 2020 05:14:40.000            -78:44:18.032                0.000000
2 Jul 2020 05:14:50.000            -78:44:18.032                0.000000
2 Jul 2020 05:15:00.000            -78:44:18.032                0.000000
2 Jul 2020 05:15:10.000            -78:44:18.032                0.000000
2 Jul 2020 05:15:20.000            -78:44:18.032                0.000000
2 Jul 2020 05:15:30.000            -78:44:18.032                0.000000
2 Jul 2020 05:15:40.000            -78:44:18.032                0.000000
2 Jul 2020 05:15:50.000            -78:44:18.032                0.000000
