                                                               9 Jul 2020 11:46:57
Transmitter-Transmitter


      Time (UTCG)          Consumption_integral (HMS)    Consumption_integral Rate
1 Jul 2020 15:41:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:41:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:42:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:42:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:42:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:42:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:42:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:42:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:43:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:43:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:43:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:43:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:43:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:43:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:44:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:44:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:44:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:44:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:44:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:44:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:45:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:45:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:45:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:45:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:45:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:45:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:46:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:46:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:46:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:46:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:46:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:46:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:47:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:47:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:47:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:47:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:47:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:47:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:48:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:48:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:48:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:48:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:48:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:48:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:49:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:49:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:49:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:49:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:49:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:49:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:50:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:50:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:50:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:50:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:50:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:50:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:51:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:51:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:51:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:51:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:51:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:51:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:52:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:52:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:52:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:52:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:52:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:52:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:53:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:53:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:53:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:53:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:53:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:53:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:54:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:54:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:54:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:54:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:54:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:54:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:55:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:55:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:55:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:55:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:55:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:55:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:56:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:56:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:56:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:56:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:56:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:56:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:57:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:57:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:57:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:57:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:57:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:57:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:58:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:58:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:58:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:58:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:58:40.000                 -64:01:56.342                   -23.000000
1 Jul 2020 15:58:50.000                 -64:05:46.342                   -23.000000
1 Jul 2020 15:59:00.000                 -64:09:36.342                   -23.000000
1 Jul 2020 15:59:10.000                 -64:13:26.342                   -23.000000
1 Jul 2020 15:59:20.000                 -64:17:16.342                   -23.000000
1 Jul 2020 15:59:30.000                 -64:21:06.342                   -23.000000
1 Jul 2020 15:59:40.000                 -64:24:56.342                   -23.000000
1 Jul 2020 15:59:50.000                 -64:28:46.342                   -23.000000
1 Jul 2020 16:00:00.000                 -64:32:36.342                   -23.000000
1 Jul 2020 16:00:10.000                 -64:36:26.342                   -23.000000
1 Jul 2020 16:00:20.000                 -64:40:16.342                   -23.000000
1 Jul 2020 16:00:30.000                 -64:44:06.342                   -23.000000
1 Jul 2020 16:00:40.000                 -64:47:56.342                   -23.000000
1 Jul 2020 16:00:50.000                 -64:51:46.342                   -23.000000
1 Jul 2020 16:01:00.000                 -64:55:36.342                   -23.000000
1 Jul 2020 16:01:10.000                 -64:59:26.342                   -23.000000
1 Jul 2020 16:01:20.000                 -65:03:16.342                   -23.000000
1 Jul 2020 16:01:30.000                 -65:07:06.342                   -23.000000
1 Jul 2020 16:01:40.000                 -65:10:56.342                   -23.000000
1 Jul 2020 16:01:50.000                 -65:14:46.342                   -23.000000
1 Jul 2020 16:02:00.000                 -65:18:36.342                   -23.000000
1 Jul 2020 16:02:10.000                 -65:22:26.342                   -23.000000
1 Jul 2020 16:02:20.000                 -65:26:16.342                   -23.000000
1 Jul 2020 16:02:30.000                 -65:30:06.342                   -23.000000
1 Jul 2020 16:02:40.000                 -65:33:56.342                   -23.000000
